Longitude,Latitude,Grid(Long-Lad size 0.00005),Grid2(Long-Lad size 0.0005),Grid3(Long-Lad size 0.0001),Grid4(Long-Lad size 0.001),Roadsegment
-8.631324,41.156811,55_25,6_3,28_13,3_2,10202
-8.63217,41.157459,38_38,4_4,19_19,2_2,259927
-8.632764,41.15808,27_50,3_5,14_25,2_3,131990
-8.633142,41.158476,19_58,2_6,10_29,1_3,259933
-8.628075,41.156253,120_13,12_2,60_7,6_1,80864
-8.628516,41.156676,112_22,12_3,56_11,6_2,80864
-8.62803,41.157234,121_33,13_4,61_17,7_2,276273
-8.627994,41.15736,122_36,13_4,61_18,7_2,276274
-8.627967,41.157567,123_40,13_4,62_20,7_2,276278
-8.628048,41.157837,121_45,13_5,61_23,7_3,250670
-8.628552,41.158602,111_60,12_6,56_30,6_3,278840
-8.628768,41.159286,107_74,11_8,54_37,6_4,148168
-8.628588,41.159826,110_85,11_9,55_43,6_5,148168
-8.628543,41.160006,111_89,12_9,56_45,6_5,148169
-8.625168,41.160114,179_91,18_10,90_46,9_5,14261
-8.6319,41.158368,44_56,5_6,22_28,3_3,288425
-8.631531,41.158287,51_54,6_6,26_27,3_3,288425
-8.631027,41.158206,61_53,7_6,31_27,4_3,288426
-8.630217,41.157747,78_43,8_5,39_22,4_3,276250
-8.630199,41.157522,78_39,8_4,39_20,4_2,276251
-8.629335,41.156991,95_28,10_3,48_14,5_2,276258
-8.628336,41.157189,115_32,12_4,58_16,6_2,276272
-8.627598,41.157639,130_41,13_5,65_21,7_3,2966
-8.626275,41.157423,156_37,16_4,78_19,8_2,2969
-8.625744,41.157279,167_34,17_4,84_17,9_2,2971
-8.625456,41.157243,173_33,18_4,87_17,9_2,2971
-8.624961,41.156973,183_28,19_3,92_14,10_2,10812
-8.625321,41.155767,175_4,18_1,88_2,9_1,10813
-8.623269,41.155785,217_4,22_1,109_2,11_1,10801
-8.633052,41.158539,21_59,3_6,11_30,2_3,164198
-8.631765,41.158341,47_55,5_6,24_28,3_3,288425
-8.631414,41.15826,54_54,6_6,27_27,3_3,288425
-8.631225,41.158233,57_53,6_6,29_27,3_3,288426
-8.631072,41.158206,60_53,6_6,30_27,3_3,288426
-8.630766,41.15817,67_52,7_6,34_26,4_3,288426
-8.629983,41.157603,82_40,9_4,41_20,5_2,250631
-8.629659,41.157198,89_32,9_4,45_16,5_2,250647
-8.629128,41.157009,99_29,10_3,50_15,5_2,274006
-8.628759,41.15709,107_30,11_3,54_15,6_2,225402
-8.628309,41.157234,116_33,12_4,58_17,6_2,276272
-8.628174,41.157387,118_36,12_4,59_18,6_2,276274
-8.627931,41.157639,123_41,13_5,62_21,7_3,276278
-8.627958,41.157729,123_43,13_5,62_22,7_3,225395
-8.626275,41.157459,156_38,16_4,78_19,8_2,2969
-8.625762,41.157324,167_35,17_4,84_18,9_2,2971
-8.633664,41.158584,9_60,1_6,5_30,1_3,164195
-8.633142,41.15844,19_57,2_6,10_29,1_3,164198
-8.631468,41.158089,53_50,6_5,27_25,3_3,288425
-8.631216,41.158161,58_52,6_6,29_26,3_3,288426
-8.631207,41.158071,58_50,6_5,29_25,3_3,288426
-8.630739,41.157963,67_48,7_5,34_24,4_3,288433
-8.630721,41.158089,67_50,7_5,34_25,4_3,288433
-8.630667,41.158341,69_55,7_6,35_28,4_3,231194
-8.630604,41.158485,70_58,7_6,35_29,4_3,225288
-8.630235,41.15835,77_55,8_6,39_28,4_3,276247
-8.62965,41.157126,89_31,9_4,45_16,5_2,250707
-8.629506,41.157072,92_30,10_3,46_15,5_2,274004
-8.628993,41.156982,102_28,11_3,51_14,6_2,274007
-8.623863,41.158899,205_66,21_7,103_33,11_4,208983
-8.624628,41.159385,189_76,19_8,95_38,10_4,208978
-8.624736,41.160159,187_92,19_10,94_46,10_5,229911
-8.628075,41.156487,120_18,12_2,60_9,6_1,80864
-8.628336,41.156865,115_26,12_3,58_13,6_2,80864
-8.628282,41.157261,116_34,12_4,58_17,6_2,276272
-8.628129,41.157252,119_33,12_4,60_17,6_2,276273
-8.627949,41.157657,123_42,13_5,62_21,7_3,276278
-8.627922,41.158044,123_49,13_5,62_25,7_3,276267
-8.628417,41.158638,114_61,12_7,57_31,6_4,134547
-8.629056,41.158908,101_67,11_7,51_34,6_4,276277
-8.630217,41.158413,78_57,8_6,39_29,4_3,276247
-8.631612,41.158377,50_56,5_6,25_28,3_3,288427
-8.630694,41.159745,68_83,7_9,34_42,4_5,142764
-8.630307,41.15925,76_73,8_8,38_37,4_4,156182
-8.62992,41.158755,83_63,9_7,42_32,5_4,156186
-8.630154,41.158251,79_53,8_6,40_27,4_3,276264
-8.629767,41.157072,87_30,9_3,44_15,5_2,276256
-8.62866,41.156946,109_27,11_3,55_14,6_2,276263
-8.627751,41.155866,127_6,13_1,64_3,7_1,80864
-8.630361,41.159304,75_74,8_8,38_37,4_4,156182
-8.63001,41.158881,82_66,9_7,41_33,5_4,156185
-8.630226,41.158215,77_53,8_6,39_27,4_3,276264
-8.630325,41.157891,75_46,8_5,38_23,4_3,276249
-8.630379,41.157729,74_43,8_5,37_22,4_3,276250
-8.62362,41.157018,209_29,21_3,105_15,11_2,80862
-8.624826,41.157225,185_33,19_4,93_17,10_2,2950
-8.625636,41.157441,169_37,17_4,85_19,9_2,2951
-8.625789,41.157369,166_36,17_4,83_18,9_2,2951
-8.626104,41.157432,160_37,16_4,80_19,8_2,2951
-8.626194,41.157351,158_35,16_4,79_18,8_2,2951
-8.626608,41.157405,150_36,15_4,75_18,8_2,2952
-8.626896,41.157549,144_39,15_4,72_20,8_2,2952
-8.6274,41.157666,134_42,14_5,67_21,7_3,2952
-8.627787,41.157792,126_44,13_5,63_22,7_3,2954
-8.627913,41.157999,124_48,13_5,62_24,7_3,276267
-8.628165,41.158548,119_59,12_6,60_30,6_3,134545
-8.628795,41.158944,106_67,11_7,53_34,6_4,148167
-8.628561,41.159835,111_85,12_9,56_43,6_5,148168
-8.628489,41.160159,112_92,12_10,56_46,6_5,148169
-8.627724,41.15772,127_43,13_5,64_22,7_3,2952
-8.628021,41.157828,121_45,13_5,61_23,7_3,276280
-8.62785,41.158098,125_50,13_5,63_25,7_3,276267
-8.627121,41.158755,139_63,14_7,70_32,7_4,2652
-8.6256,41.159439,170_77,17_8,85_39,9_4,2652
-8.624871,41.159763,184_84,19_9,92_42,10_5,2652
-8.624178,41.16006,198_90,20_9,99_45,10_5,208041
-8.628534,41.157333,111_35,12_4,56_18,6_2,250666
-8.628336,41.157522,115_39,12_4,58_20,6_2,225383
-8.628264,41.15763,117_41,12_5,59_21,6_3,250667
-8.627841,41.158332,125_55,13_6,63_28,7_3,276269
-8.629425,41.158908,93_67,10_7,47_34,5_4,276242
-8.630991,41.158368,62_56,7_6,31_28,4_3,288427
-8.633754,41.158827,7_65,1_7,4_33,1_4,288419
-8.627526,41.157396,131_36,14_4,66_18,7_2,2966
-8.626122,41.157432,159_37,16_4,80_19,8_2,2970
-8.625393,41.157387,174_36,18_4,87_18,9_2,2971
-8.625105,41.157342,180_35,18_4,90_18,9_2,2971
-8.624817,41.157117,186_31,19_4,93_16,10_2,10812
-8.625132,41.156064,179_10,18_1,90_5,9_1,10813
-8.628174,41.157216,118_33,12_4,59_17,6_2,276273
-8.628039,41.157396,121_36,13_4,61_18,7_2,276274
-8.627625,41.157603,129_40,13_4,65_20,7_2,2966
-8.62614,41.157549,159_39,16_4,80_20,8_2,2970
-8.624952,41.157261,183_34,19_4,92_17,10_2,2971
-8.625195,41.156073,178_10,18_1,89_5,9_1,10813
-8.624268,41.160141,197_91,20_10,99_46,10_5,208041
-8.626725,41.159151,147_71,15_8,74_36,8_4,2652
-8.627454,41.158737,133_63,14_7,67_32,7_4,2653
-8.628093,41.158593,120_60,12_6,60_30,6_3,134545
-8.629281,41.158935,96_67,10_7,48_34,5_4,276241
-8.629452,41.158827,93_65,10_7,47_33,5_4,276242
-8.629704,41.15871,88_63,9_7,44_32,5_4,276244
-8.630316,41.158035,76_49,8_5,38_25,4_3,276265
-8.630253,41.15754,77_39,8_4,39_20,4_2,276251
-8.629632,41.157027,89_29,9_3,45_15,5_2,276256
-8.629587,41.156235,90_13,9_2,45_7,5_1,2934
-8.629704,41.155812,88_5,9_1,44_3,5_1,225124
-8.628777,41.156028,106_9,11_1,53_5,6_1,254815
-8.629434,41.156496,93_18,10_2,47_9,5_1,254822
-8.629569,41.156235,91_13,9_2,46_7,5_1,2934
-8.629488,41.156163,92_12,10_2,46_6,5_1,2934
-8.630451,41.159772,73_84,8_9,37_42,4_5,142764
-8.630163,41.159196,79_72,8_8,40_36,4_4,156183
-8.63001,41.15871,82_63,9_7,41_32,5_4,156186
-8.63028,41.158278,76_54,8_6,38_27,4_3,276264
-8.630172,41.157738,78_43,8_5,39_22,4_3,276250
-8.631585,41.156955,50_27,5_3,25_14,3_2,259927
-8.631783,41.157018,46_29,5_3,23_15,3_2,259927
-8.624268,41.157162,197_32,20_4,99_16,10_2,2949
-8.627256,41.157657,137_42,14_5,69_21,7_3,2952
-8.62803,41.15826,121_54,13_6,61_27,7_3,276269
-8.628165,41.158458,119_58,12_6,60_29,6_3,134544
-8.6301,41.158548,80_59,8_6,40_30,4_3,276246
-8.632656,41.158539,29_59,3_6,15_30,2_3,288431
-8.627508,41.155839,132_5,14_1,66_3,7_1,80868
-8.627508,41.155731,132_3,14_1,66_2,7_1,80868
-8.627562,41.15565,131_1,14_1,66_1,7_1,127917
-8.627652,41.155614,129_1,13_1,65_1,7_1,127915
-8.627553,41.155659,131_2,14_1,66_1,7_1,127917
-8.627913,41.156262,124_14,13_2,62_7,7_1,80864
-8.628372,41.156847,114_25,12_3,57_13,6_2,80864
-8.628129,41.157396,119_36,12_4,60_18,6_2,276274
-8.62803,41.157558,121_40,13_4,61_20,7_2,276275
-8.62812,41.157882,119_46,12_5,60_23,6_3,250669
-8.628615,41.158701,110_62,11_7,55_31,6_4,134547
-8.624502,41.157225,192_33,20_4,96_17,10_2,2949
-8.626464,41.157558,153_40,16_4,77_20,8_2,2951
-8.627913,41.157792,124_44,13_5,62_22,7_3,276279
-8.627976,41.158071,122_50,13_5,61_25,7_3,276267
-8.628453,41.158683,113_62,12_7,57_31,6_4,134547
-8.629416,41.158845,94_65,10_7,47_33,5_4,276242
-8.630136,41.158377,79_56,8_6,40_28,4_3,276247
-8.630154,41.157369,79_36,8_4,40_18,4_2,276253
-8.629578,41.156469,90_18,9_2,45_9,5_1,2934
-8.630019,41.155623,82_1,9_1,41_1,5_1,2940
-8.624241,41.157126,197_31,20_4,99_16,10_2,80863
-8.624673,41.157198,188_32,19_4,94_16,10_2,2949
-8.623359,41.158548,215_59,22_6,108_30,11_3,208986
-8.624664,41.159367,189_76,19_8,95_38,10_4,208978
-8.624448,41.157126,193_31,20_4,97_16,10_2,2949
-8.627373,41.157657,134_42,14_5,67_21,7_3,2952
-8.628219,41.158494,118_58,12_6,59_29,6_3,134545
-8.628687,41.159646,108_81,11_9,54_41,6_5,148168
-8.630622,41.159673,69_82,7_9,35_41,4_5,142764
-8.630226,41.159115,77_71,8_8,39_36,4_4,156184
-8.630091,41.158494,80_58,8_6,40_29,4_3,276246
-8.630244,41.158197,77_52,8_6,39_26,4_3,276264
-8.630208,41.157513,78_39,8_4,39_20,4_2,276252
-8.629146,41.156955,99_27,10_3,50_14,5_2,276260
-8.628435,41.156892,113_26,12_3,57_13,6_2,80864
-8.627895,41.156172,124_12,13_2,62_6,7_1,80864
-8.627616,41.155767,130_4,13_1,65_2,7_1,80868
-8.630127,41.15907,79_70,8_7,40_35,4_4,156184
-8.630217,41.15835,78_55,8_6,39_28,4_3,276247
-8.630199,41.157594,78_40,8_4,39_20,4_2,276251
-8.629587,41.157054,90_29,9_3,45_15,5_2,276257
-8.629731,41.156145,87_11,9_2,44_6,5_1,2935
-8.627499,41.155785,132_4,14_1,66_2,7_1,80868
-8.628408,41.156883,114_26,12_3,57_13,6_2,80864
-8.6283,41.157225,116_33,12_4,58_17,6_2,276272
-8.628012,41.157522,122_39,13_4,61_20,7_2,276275
-8.628156,41.158413,119_57,12_6,60_29,6_3,134544
-8.628804,41.159349,106_75,11_8,53_38,6_4,148168
-8.624466,41.157225,193_33,20_4,97_17,10_2,2949
-8.625825,41.157513,165_39,17_4,83_20,9_2,2951
-8.62605,41.157513,161_39,17_4,81_20,9_2,2951
-8.625951,41.157468,163_38,17_4,82_19,9_2,2951
-8.626077,41.157495,160_38,16_4,80_19,8_2,2951
-8.626185,41.157477,158_38,16_4,79_19,8_2,2951
-8.626167,41.157405,159_36,16_4,80_18,8_2,2951
-8.62614,41.157477,159_38,16_4,80_19,8_2,2951
-8.626842,41.157585,145_40,15_4,73_20,8_2,2952
-8.627166,41.157657,139_42,14_5,70_21,7_3,2952
-8.627832,41.157756,125_44,13_5,63_22,7_3,2954
-8.627976,41.158116,122_51,13_6,61_26,7_3,276268
-8.628417,41.158674,114_62,12_7,57_31,6_4,134547
-8.629362,41.158863,95_66,10_7,48_33,5_4,276242
-8.629992,41.15862,82_61,9_7,41_31,5_4,276245
-8.630658,41.158242,69_53,7_6,35_27,4_3,231194
-8.632602,41.158539,30_59,3_6,15_30,2_3,288431
-8.628615,41.159997,110_88,11_9,55_44,6_5,244209
-8.62929,41.158935,96_67,10_7,48_34,5_4,276241
-8.63028,41.157747,76_43,8_5,38_22,4_3,250699
-8.629506,41.156919,92_27,10_3,46_14,5_2,208934
-8.629713,41.15583,88_5,9_1,44_3,5_1,2937
-8.628237,41.156622,117_21,12_3,59_11,6_2,80864
-8.628336,41.157288,115_34,12_4,58_17,6_2,276272
-8.627184,41.157558,138_40,14_4,69_20,7_2,2967
-8.625834,41.157351,165_35,17_4,83_18,9_2,2971
-8.625771,41.157288,166_34,17_4,83_17,9_2,2971
-8.624655,41.160114,189_91,19_10,95_46,10_5,229911
-8.62416,41.158989,199_68,20_7,100_34,10_4,208983
-8.630181,41.159142,78_71,8_8,39_36,4_4,156183
-8.629956,41.158863,83_66,9_7,42_33,5_4,156185
-8.630046,41.158467,81_58,9_6,41_29,5_3,276246
-8.630379,41.157747,74_43,8_5,37_22,4_3,276250
-8.629938,41.157162,83_32,9_4,42_16,5_2,276255
-8.628876,41.157018,104_29,11_3,52_15,6_2,276261
-8.627958,41.15628,123_14,13_2,62_7,7_1,80864
-8.624628,41.159457,189_78,19_8,95_39,10_4,208977
-8.624628,41.159619,189_81,19_9,95_41,10_5,208975
-8.624637,41.160132,189_91,19_10,95_46,10_5,229911
-8.623764,41.158809,207_65,21_7,104_33,11_4,208984
-8.624583,41.15934,190_75,19_8,95_38,10_4,208979
-8.624655,41.159466,189_78,19_8,95_39,10_4,208977
-8.624682,41.159538,188_79,19_8,94_40,10_4,208976
-8.630163,41.157378,79_36,8_4,40_18,4_2,276253
-8.629704,41.156946,88_27,9_3,44_14,5_2,276256
-8.629902,41.155641,84_1,9_1,42_1,5_1,2940
-8.6328,41.158494,26_58,3_6,13_29,2_3,288425
-8.630748,41.158233,67_53,7_6,34_27,4_3,288426
-8.63073,41.158161,67_52,7_6,34_26,4_3,288426
-8.63073,41.158062,67_50,7_5,34_25,4_3,288433
-8.630307,41.157702,76_42,8_5,38_21,4_3,276250
-8.630199,41.157288,78_34,8_4,39_17,4_2,276254
-8.630136,41.157405,79_36,8_4,40_18,4_2,250702
-8.6301,41.157522,80_39,8_4,40_20,4_2,273997
-8.626365,41.156694,155_22,16_3,78_11,8_2,273143
-8.626383,41.156829,154_25,16_3,77_13,8_2,273143
-8.625258,41.157207,177_33,18_4,89_17,9_2,2971
-8.625033,41.157144,181_31,19_4,91_16,10_2,2971
-8.624709,41.157864,188_46,19_5,94_23,10_3,3587
-8.624358,41.158926,195_67,20_7,98_34,10_4,3587
-8.632989,41.158314,22_55,3_6,11_28,2_3,197345
-8.632125,41.157315,39_35,4_4,20_18,2_2,259927
-8.63136,41.156631,55_21,6_3,28_11,3_2,246153
-8.630613,41.156991,70_28,7_3,35_14,4_2,10197
-8.63019,41.157243,78_33,8_4,39_17,4_2,276254
-8.629803,41.157108,86_31,9_4,43_16,5_2,276256
-8.629695,41.156091,88_10,9_1,44_5,5_1,2936
-8.628732,41.159727,107_83,11_9,54_42,6_5,136780
-8.628921,41.15916,103_72,11_8,52_36,6_4,136780
-8.629236,41.158872,97_66,10_7,49_33,5_4,276241
-8.629623,41.158755,89_63,9_7,45_32,5_4,276243
-8.630235,41.157666,77_42,8_5,39_21,4_3,250700
-8.629326,41.156973,95_28,10_3,48_14,5_2,276258
-8.627913,41.15772,124_43,13_5,62_22,7_3,2963
-8.626068,41.157387,161_36,17_4,81_18,9_2,2970
-8.625339,41.157279,175_34,18_4,88_17,9_2,2971
-8.625195,41.157261,178_34,18_4,89_17,9_2,2971
-8.624979,41.156775,182_24,19_3,91_12,10_2,10812
-8.62524,41.156019,177_9,18_1,89_5,9_1,10813
-8.623296,41.15574,216_3,22_1,108_2,11_1,10800
-8.625843,41.157369,165_36,17_4,83_18,9_2,2951
-8.625789,41.157432,166_37,17_4,83_19,9_2,2951
-8.625312,41.157324,176_35,18_4,88_18,9_2,2951
-8.625186,41.15736,178_36,18_4,89_18,9_2,2951
-8.626833,41.157621,145_41,15_5,73_21,8_3,2952
-8.627157,41.157675,139_42,14_5,70_21,7_3,2952
-8.628021,41.157873,121_46,13_5,61_23,7_3,276280
-8.627985,41.157945,122_47,13_5,61_24,7_3,276266
-8.628507,41.158728,112_63,12_7,56_32,6_4,134547
-8.629164,41.15889,99_66,10_7,50_33,5_4,276241
-8.629677,41.158791,88_64,9_7,44_32,5_4,276243
-8.630289,41.158296,76_54,8_6,38_27,4_3,231188
-8.630829,41.158278,65_54,7_6,33_27,4_3,288427
-8.632377,41.158539,34_59,4_6,17_30,2_3,288431
-8.634069,41.158827,0_65,0_7,0_33,0_4,288419
-8.627769,41.155623,127_1,13_1,64_1,7_1,127916
-8.628327,41.15673,115_23,12_3,58_12,6_2,80864
-8.628579,41.157063,110_30,11_3,55_15,6_2,189274
-8.628147,41.157423,119_37,12_4,60_19,6_2,276274
-8.62803,41.157531,121_39,13_4,61_20,7_2,276275
-8.627913,41.158395,124_56,13_6,62_28,7_3,2653
-8.627625,41.158566,129_60,13_6,65_30,7_3,2653
-8.627373,41.158692,134_62,14_7,67_31,7_4,2653
-8.626581,41.159043,150_69,15_7,75_35,8_4,2652
-8.625069,41.159691,181_82,18_9,91_41,10_5,2652
-8.624007,41.159997,202_88,21_9,101_44,11_5,208041
-8.627958,41.156127,123_11,13_2,62_6,7_1,80864
-8.627913,41.156226,124_13,13_2,62_7,7_1,80864
-8.628165,41.156424,119_17,12_2,60_9,6_1,80864
-8.628174,41.156541,118_19,12_2,59_10,6_1,80864
-8.628462,41.156847,113_25,12_3,57_13,6_2,80864
-8.628219,41.157333,118_35,12_4,59_18,6_2,276273
-8.62794,41.157774,123_44,13_5,62_22,7_3,276279
-8.628471,41.158566,112_60,12_6,56_30,6_3,134546
-8.62875,41.158818,107_65,11_7,54_33,6_4,134549
-8.629506,41.158845,92_65,10_7,46_33,5_4,276243
-8.630127,41.158548,79_59,8_6,40_30,4_3,276246
-8.627382,41.155713,134_3,14_1,67_2,7_1,80867
-8.627913,41.156136,124_11,13_2,62_6,7_1,80864
-8.628165,41.156307,119_15,12_2,60_8,6_1,80864
-8.628498,41.156721,112_23,12_3,56_12,6_2,80864
-8.628552,41.156901,111_26,12_3,56_13,6_2,80865
-8.628291,41.15727,116_34,12_4,58_17,6_2,274012
-8.628156,41.15745,119_37,12_4,60_19,6_2,274013
-8.627958,41.157702,123_42,13_5,62_21,7_3,225395
-8.628336,41.15853,115_59,12_6,58_30,6_3,134546
-8.628732,41.159601,107_80,11_8,54_40,6_4,148168
-8.633907,41.158683,4_62,1_7,2_31,1_4,164195
-8.632602,41.1579,30_46,3_5,15_23,2_3,259926
-8.631639,41.156856,49_26,5_3,25_13,3_2,259927
-8.631144,41.156784,59_24,6_3,30_12,3_2,10198
-8.629956,41.157162,83_32,9_4,42_16,5_2,276255
-8.629641,41.156154,89_11,9_2,45_6,5_1,2934
-8.628093,41.157306,120_35,12_4,60_18,6_2,276274
-8.628048,41.157414,121_37,13_4,61_19,7_2,276274
-8.627778,41.157612,126_41,13_5,63_21,7_3,2965
-8.626257,41.157513,157_39,16_4,79_20,8_2,2969
-8.624925,41.15718,183_32,19_4,92_16,10_2,2971
-8.624934,41.156973,183_28,19_3,92_14,10_2,10812
-8.625159,41.156361,179_16,18_2,90_8,9_1,10813
-8.62524,41.156001,177_8,18_1,89_4,9_1,10813
-8.623737,41.155623,207_1,21_1,104_1,11_1,10797
-8.628201,41.155686,118_2,12_1,59_1,6_1,83165
-8.628111,41.155767,120_4,12_1,60_2,6_1,83165
-8.628066,41.155686,121_2,13_1,61_1,7_1,83165
-8.628183,41.155722,118_3,12_1,59_2,6_1,83165
-8.628921,41.156334,103_15,11_2,52_8,6_1,254819
-8.629389,41.156514,94_19,10_2,47_10,5_1,254821
-8.629542,41.156433,91_17,10_2,46_9,5_1,2934
-8.627652,41.155686,129_2,13_1,65_1,7_1,127919
-8.62785,41.156172,125_12,13_2,63_6,7_1,80864
-8.628111,41.156496,120_18,12_2,60_9,6_1,80864
-8.628336,41.156676,115_22,12_3,58_11,6_2,80864
-8.628498,41.156739,112_23,12_3,56_12,6_2,80864
-8.628255,41.157315,117_35,12_4,59_18,6_2,274012
-8.628129,41.157441,119_37,12_4,60_19,6_2,274013
-8.628111,41.157513,120_39,12_4,60_20,6_2,274013
-8.627994,41.157864,122_46,13_5,61_23,7_3,274017
-8.628426,41.158647,113_61,12_7,57_31,6_4,134547
-8.628759,41.159475,107_78,11_8,54_39,6_4,148168
-8.623485,41.15691,212_27,22_3,106_14,11_2,80862
-8.62578,41.157441,166_37,17_4,83_19,9_2,2951
-8.627679,41.157783,128_44,13_5,64_22,7_3,2952
-8.628075,41.15808,120_50,12_5,60_25,6_3,276267
-8.628345,41.158656,115_62,12_7,58_31,6_4,134546
-8.630127,41.158521,79_59,8_6,40_30,4_3,276246
-8.631927,41.158494,43_58,5_6,22_29,3_3,288429
-8.627751,41.157693,127_42,13_5,64_21,7_3,2953
-8.627994,41.157765,122_44,13_5,61_22,7_3,274016
-8.628138,41.158134,119_51,12_6,60_26,6_3,225340
-8.627301,41.158674,136_62,14_7,68_31,7_4,2653
-8.625744,41.159403,167_76,17_8,84_38,9_4,2652
-8.62488,41.159763,184_84,19_9,92_42,10_5,2652
-8.624124,41.160033,199_89,20_9,100_45,10_5,208041
-8.624007,41.158917,202_67,21_7,101_34,11_4,208983
-8.624754,41.159583,187_80,19_8,94_40,10_4,208975
-8.623467,41.158593,213_60,22_6,107_30,11_3,208984
-8.624682,41.159763,188_84,19_9,94_42,10_5,208974
-8.624295,41.159052,196_69,20_7,98_35,10_4,208982
-8.624475,41.159682,192_82,20_9,96_41,10_5,208975
-8.6247,41.16015,188_91,19_10,94_46,10_5,229911
-8.624691,41.159799,188_84,19_9,94_42,10_5,208974
-8.623701,41.158674,208_62,21_7,104_31,11_4,208984
-8.627616,41.157693,130_42,13_5,65_21,7_3,2952
-8.627616,41.157774,130_44,13_5,65_22,7_3,2952
-8.627922,41.158062,123_50,13_5,62_25,7_3,276267
-8.627976,41.158206,122_53,13_6,61_27,7_3,276268
-8.629074,41.158872,100_66,10_7,50_33,5_4,276277
-8.629596,41.158782,90_64,9_7,45_32,5_4,276243
-8.63019,41.158215,78_53,8_6,39_27,4_3,250696
-8.630055,41.157333,81_35,9_4,41_18,5_2,250703
-8.629308,41.156991,96_28,10_3,48_14,5_2,276258
-8.628426,41.156802,113_24,12_3,57_12,6_2,80864
-8.627625,41.155767,129_4,13_1,65_2,7_1,80868
-8.624052,41.159016,201_69,21_7,101_35,11_4,16855
-8.62326,41.159421,217_77,22_8,109_39,11_4,3584
-8.628984,41.156406,102_17,11_2,51_9,6_1,254820
-8.629605,41.15646,90_18,9_2,45_9,5_1,2934
-8.629479,41.156226,92_13,10_2,46_7,5_1,2934
-8.629335,41.156145,95_11,10_2,48_6,5_1,2934
-8.628399,41.157297,114_34,12_4,57_17,6_2,276272
-8.627886,41.157648,124_41,13_5,62_21,7_3,2963
-8.626446,41.15745,153_37,16_4,77_19,8_2,2969
-8.62497,41.15718,182_32,19_4,91_16,10_2,2971
-8.625114,41.15637,180_16,18_2,90_8,9_1,10813
-8.623503,41.155704,212_2,22_1,106_1,11_1,10798
-8.630532,41.159709,71_83,8_9,36_42,4_5,142764
-8.630253,41.159277,77_74,8_8,39_37,4_4,156182
-8.6301,41.159016,80_69,8_7,40_35,4_4,156185
-8.63019,41.158944,78_67,8_7,39_34,4_4,156185
-8.629992,41.158665,82_62,9_7,41_31,5_4,276245
-8.630316,41.158134,76_51,8_6,38_26,4_3,276264
-8.630361,41.157567,75_40,8_4,38_20,4_2,276251
-8.629767,41.157045,87_29,9_3,44_15,5_2,276256
-8.629587,41.156424,90_17,9_2,45_9,5_1,2934
-8.627598,41.155875,130_6,13_1,65_3,7_1,80864
-8.628363,41.156703,115_22,12_3,58_11,6_2,80864
-8.628453,41.156856,113_26,12_3,57_13,6_2,80864
-8.62803,41.157531,121_39,13_4,61_20,7_2,276275
-8.627994,41.157666,122_42,13_5,61_21,7_3,276278
-8.62803,41.158242,121_53,13_6,61_27,7_3,276268
-8.628876,41.158989,104_68,11_7,52_34,6_4,148167
-8.628471,41.156919,112_27,12_3,56_14,6_2,80865
-8.628111,41.15772,120_43,12_5,60_22,6_3,274015
-8.628057,41.158323,121_55,13_6,61_28,7_3,274020
-8.629155,41.158926,99_67,10_7,50_34,5_4,276241
-8.629947,41.158611,83_61,9_7,42_31,5_4,276245
-8.630334,41.157837,75_45,8_5,38_23,4_3,276250
-8.629668,41.157018,89_29,9_3,45_15,5_2,276256
-8.62965,41.155956,89_8,9_1,45_4,5_1,225124
-8.629371,41.156406,94_17,10_2,47_9,5_1,2934
-8.627562,41.15772,131_43,14_5,66_22,7_3,2966
-8.627643,41.157675,129_42,13_5,65_21,7_3,2966
-8.627715,41.157576,128_40,13_4,64_20,7_2,2966
-8.627886,41.15745,124_37,13_4,62_19,7_2,276275
-8.627724,41.158413,127_57,13_6,64_29,7_3,2653
-8.626509,41.159043,152_69,16_7,76_35,8_4,2652
-8.62479,41.159826,186_85,19_9,93_43,10_5,2652
-8.628804,41.159439,106_77,11_8,53_39,6_4,136780
-8.629137,41.158872,99_66,10_7,50_33,5_4,276241
-8.63019,41.158278,78_54,8_6,39_27,4_3,276247
-8.629902,41.157144,84_31,9_4,42_16,5_2,276255
-8.62866,41.156982,109_28,11_3,55_14,6_2,276263
-8.627841,41.156073,125_10,13_1,63_5,7_1,80864
-8.628102,41.156586,120_20,12_2,60_10,6_1,80864
-8.628192,41.156694,118_22,12_3,59_11,6_2,80864
-8.628291,41.156721,116_23,12_3,58_12,6_2,80864
-8.628597,41.15709,110_30,11_3,55_15,6_2,189274
-8.628084,41.157531,120_39,12_4,60_20,6_2,274013
-8.628084,41.158026,120_49,12_5,60_25,6_3,225358
-8.62875,41.158773,107_64,11_7,54_32,6_4,134548
-8.628678,41.159781,108_84,11_9,54_42,6_5,148168
-8.629884,41.158656,84_62,9_7,42_31,5_4,276245
-8.630298,41.157936,76_47,8_5,38_24,4_3,276249
-8.629479,41.156892,92_26,10_3,46_13,5_2,208934
-8.62965,41.155695,89_2,9_1,45_1,5_1,225126
-8.628777,41.156199,106_12,11_2,53_6,6_1,254816
-8.628903,41.156433,104_17,11_2,52_9,6_1,254820
-8.629092,41.156451,100_17,10_2,50_9,5_1,254821
-8.629506,41.156496,92_18,10_2,46_9,5_1,2934
-8.633736,41.15871,7_63,1_7,4_32,1_4,164195
